,consistency,The reinforcement process needs ensure safety for residents as per NPR 9998 guidelines.,Local reinforcement plans needs to be developed considering building typology.,The reinforcement process needs to protect heritage and historical places.,The reinforcement process needs to  foster social cohesion and sense of place.,The reinforcement process needs to be economically feasible for the region and the state.,The reinforcement process needs include measures for climate adaptation.
0,0.0598,0.0853,0.1014,0.1685,0.1548,0.3011,0.189
