,consistency,The reinforcement process needs ensure safety for residents as per NPR 9998 guidelines.,Local reinforcement plans needs to be developed considering building typology.,The reinforcement process needs to protect heritage and historical places.,The reinforcement process needs to  foster social cohesion and sense of place.,The reinforcement process needs to be economically feasible for the region and the state.,The reinforcement process needs include measures for climate adaptation.
0,0.049,0.1566,0.2199,0.237,0.2177,0.0823,0.0864
