,consistency,The reinforcement process needs ensure safety for residents as per NPR 9998 guidelines.,Local reinforcement plans needs to be developed considering building typology.,The reinforcement process needs to protect heritage and historical places.,The reinforcement process needs to  foster social cohesion and sense of place.,The reinforcement process needs to be economically feasible for the region and the state.,The reinforcement process needs include measures for climate adaptation.
0,0.0504,0.0937,0.0972,0.4597,0.2492,0.0417,0.0584
