,consistency,The reinforcement process needs ensure safety for residents as per NPR 9998 guidelines.,Local reinforcement plans needs to be developed considering building typology.,The reinforcement process needs to protect heritage and historical places.,The reinforcement process needs to  foster social cohesion and sense of place.,The reinforcement process needs to be economically feasible for the region and the state.,The reinforcement process needs include measures for climate adaptation.
0,0.097,0.0803,0.2679,0.0311,0.0926,0.0473,0.4808
